"ID","MeasurementTime","Measurement","Value"
"WBC-268","2019-11-23 20:10:14","texture",21.5
"WBC-268","2019-11-23 20:10:14","perimeter",90.5
"WBC-268","2019-05-05 20:12:52","perimeter",85.1
"WBC-268","2019-11-09 22:56:09","perimeter",86.7
"WBC-268","2019-06-15 23:05:45","perimeter",83.3
"WBC-268","2019-06-15 23:05:45","area",586.2
"WBC-268","2019-11-23 20:10:14","area",594.5
"WBC-268","2019-05-05 20:12:52","area",594.2
"WBC-268","2019-11-09 22:56:09","area",534.1
"WBC-269","2019-11-09 22:56:09","radius",12.8
"WBC-269","2019-06-15 23:05:45","radius",13
"WBC-269","2019-11-23 20:10:14","radius",12.9
"WBC-269","2019-05-05 20:12:52","radius",12.5
"WBC-269","2019-05-05 20:12:52","texture",14.6
"WBC-269","2019-11-09 22:56:09","texture",15.7
"WBC-269","2019-06-15 23:05:45","texture",18.3
"WBC-269","2019-11-23 20:10:14","texture",15.9
"WBC-269","2019-11-23 20:10:14","perimeter",82.7
"WBC-269","2019-05-05 20:12:52","perimeter",84.1
"WBC-269","2019-11-09 22:56:09","perimeter",80.8
"WBC-269","2019-06-15 23:05:45","perimeter",84.5
"WBC-269","2019-06-15 23:05:45","area",504.4
"WBC-269","2019-11-23 20:10:14","area",487.1
"WBC-269","2019-05-05 20:12:52","area",508.6
"WBC-269","2019-11-09 22:56:09","area",518.6
"WBC-270","2019-11-09 22:56:09","radius",10.6
"WBC-270","2019-06-15 23:05:45","radius",11.4
"WBC-270","2019-11-23 20:10:14","radius",10.9
"WBC-270","2019-05-05 20:12:52","radius",11.2
"WBC-270","2019-05-05 20:12:52","texture",20.4
"WBC-270","2019-11-09 22:56:09","texture",21.9
"WBC-270","2019-06-15 23:05:45","texture",20
"WBC-270","2019-11-23 20:10:14","texture",22.5
"WBC-270","2019-11-23 20:10:14","perimeter",66.9
"WBC-270","2019-05-05 20:12:52","perimeter",66.7
"WBC-270","2019-11-09 22:56:09","perimeter",68.7
"WBC-270","2019-06-15 23:05:45","perimeter",69.8
"WBC-270","2019-06-15 23:05:45","area",377.5
"WBC-270","2019-11-23 20:10:14","area",326.5
"WBC-270","2019-05-05 20:12:52","area",333.3
"WBC-270","2019-11-09 22:56:09","area",370.7
"WBC-271","2019-11-09 22:56:09","radius",14.3
"WBC-271","2019-06-15 23:05:45","radius",14.2
"WBC-271","2019-11-23 20:10:14","radius",14.1
"WBC-271","2019-05-05 20:12:52","radius",14.3
"WBC-271","2019-05-05 20:12:52","texture",18
"WBC-271","2019-11-09 22:56:09","texture",16.9
"WBC-271","2019-06-15 23:05:45","texture",17.6
"WBC-271","2019-11-23 20:10:14","texture",17.5
"WBC-271","2019-11-23 20:10:14","perimeter",89.4
"WBC-271","2019-05-05 20:12:52","perimeter",89.5
"WBC-271","2019-11-09 22:56:09","perimeter",91
"WBC-271","2019-06-15 23:05:45","perimeter",91.5
"WBC-271","2019-06-15 23:05:45","area",621.6
"WBC-271","2019-11-23 20:10:14","area",639.3
"WBC-271","2019-05-05 20:12:52","area",646.3
"WBC-271","2019-11-09 22:56:09","area",635.8
"WBC-272","2019-11-09 22:56:09","radius",11.2
"WBC-272","2019-06-15 23:05:45","radius",11.4
"WBC-272","2019-11-23 20:10:14","radius",11.4
"WBC-272","2019-05-05 20:12:52","radius",11.5
"WBC-272","2019-05-05 20:12:52","texture",13.8
"WBC-272","2019-11-09 22:56:09","texture",13
"WBC-272","2019-06-15 23:05:45","texture",13.6
"WBC-272","2019-11-23 20:10:14","texture",13.7
"WBC-272","2019-11-23 20:10:14","perimeter",72.6
"WBC-272","2019-05-05 20:12:52","perimeter",71.8
"WBC-272","2019-11-09 22:56:09","perimeter",71.2
"WBC-272","2019-06-15 23:05:45","perimeter",71.4
"WBC-272","2019-06-15 23:05:45","area",388.9
"WBC-272","2019-11-23 20:10:14","area",395
"WBC-272","2019-05-05 20:12:52","area",381.8
"WBC-272","2019-11-09 22:56:09","area",370
"WBC-273","2019-11-09 22:56:09","radius",20.9
"WBC-273","2019-06-15 23:05:45","radius",21.8
"WBC-273","2019-11-23 20:10:14","radius",20.9
"WBC-273","2019-05-05 20:12:52","radius",21.4
"WBC-273","2019-05-05 20:12:52","texture",21.9
"WBC-273","2019-11-09 22:56:09","texture",20.7
"WBC-273","2019-06-15 23:05:45","texture",20.8
"WBC-273","2019-11-23 20:10:14","texture",19.5
"WBC-273","2019-11-23 20:10:14","perimeter",171.5
"WBC-273","2019-05-05 20:12:52","perimeter",148.7
"WBC-273","2019-11-09 22:56:09","perimeter",150.8
"WBC-273","2019-06-15 23:05:45","perimeter",133.8
"WBC-273","2019-06-15 23:05:45","area",1552.4
"WBC-273","2019-11-23 20:10:14","area",1385.7
"WBC-273","2019-05-05 20:12:52","area",1416
"WBC-273","2019-11-09 22:56:09","area",1445.6
"WBC-274","2019-11-09 22:56:09","radius",9.9
"WBC-274","2019-06-15 23:05:45","radius",9.7
"WBC-274","2019-11-23 20:10:14","radius",9.7
"WBC-274","2019-05-05 20:12:52","radius",9.7
"WBC-274","2019-05-05 20:12:52","texture",14.5
"WBC-274","2019-11-09 22:56:09","texture",15
"WBC-274","2019-06-15 23:05:45","texture",14.4
"WBC-274","2019-11-23 20:10:14","texture",12.1
"WBC-274","2019-11-23 20:10:14","perimeter",57.6
"WBC-274","2019-05-05 20:12:52","perimeter",59.9
"WBC-274","2019-11-09 22:56:09","perimeter",59.7
"WBC-274","2019-06-15 23:05:45","perimeter",62.1
"WBC-274","2019-06-15 23:05:45","area",277.2
"WBC-274","2019-11-23 20:10:14","area",306
"WBC-274","2019-05-05 20:12:52","area",277.2
"WBC-274","2019-11-09 22:56:09","area",277.2
"WBC-275","2019-11-09 22:56:09","radius",18.2
"WBC-275","2019-06-15 23:05:45","radius",18.4
"WBC-275","2019-11-23 20:10:14","radius",17.9
"WBC-275","2019-05-05 20:12:52","radius",18.7
"WBC-275","2019-05-05 20:12:52","texture",27.4
"WBC-275","2019-11-09 22:56:09","texture",27.5
"WBC-275","2019-06-15 23:05:45","texture",26
"WBC-275","2019-11-23 20:10:14","texture",25.3
"WBC-275","2019-11-23 20:10:14","perimeter",111
"WBC-275","2019-05-05 20:12:52","perimeter",116.5
"WBC-275","2019-11-09 22:56:09","perimeter",111.2
"WBC-275","2019-06-15 23:05:45","perimeter",116.6
"WBC-275","2019-06-15 23:05:45","area",981.3
"WBC-275","2019-11-23 20:10:14","area",990.7
"WBC-275","2019-05-05 20:12:52","area",928.2
"WBC-275","2019-11-09 22:56:09","area",965.3
"WBC-276","2019-11-09 22:56:09","radius",11.4
"WBC-276","2019-06-15 23:05:45","radius",12.1
"WBC-276","2019-11-23 20:10:14","radius",12.3
"WBC-276","2019-05-05 20:12:52","radius",11.6
"WBC-276","2019-05-05 20:12:52","texture",16.6
"WBC-276","2019-11-09 22:56:09","texture",19
"WBC-276","2019-06-15 23:05:45","texture",15.9
"WBC-276","2019-11-23 20:10:14","texture",17.1
"WBC-276","2019-11-23 20:10:14","perimeter",76.5
"WBC-276","2019-05-05 20:12:52","perimeter",75.9
"WBC-276","2019-11-09 22:56:09","perimeter",74.1
"WBC-276","2019-06-15 23:05:45","perimeter",75.4
"WBC-276","2019-06-15 23:05:45","area",310.8
"WBC-276","2019-11-23 20:10:14","area",464.5
"WBC-276","2019-05-05 20:12:52","area",455.8
"WBC-276","2019-11-09 22:56:09","area",449.3
"WBC-277","2019-11-09 22:56:09","radius",11.2
"WBC-277","2019-06-15 23:05:45","radius",11.1
"WBC-277","2019-11-23 20:10:14","radius",11.2
"WBC-277","2019-05-05 20:12:52","radius",11.3
"WBC-277","2019-05-05 20:12:52","texture",13.5
"WBC-277","2019-11-09 22:56:09","texture",12.8
"WBC-277","2019-06-15 23:05:45","texture",13.9
"WBC-277","2019-11-23 20:10:14","texture",14.3
"WBC-277","2019-11-23 20:10:14","perimeter",72.7
"WBC-277","2019-05-05 20:12:52","perimeter",71.9
"WBC-277","2019-11-09 22:56:09","perimeter",73.6
"WBC-277","2019-06-15 23:05:45","perimeter",70.4
"WBC-277","2019-06-15 23:05:45","area",379.3
"WBC-277","2019-11-23 20:10:14","area",398.8
"WBC-277","2019-05-05 20:12:52","area",395
"WBC-277","2019-11-09 22:56:09","area",402.3
"WBC-278","2019-11-09 22:56:09","radius",18.4
"WBC-278","2019-06-15 23:05:45","radius",18.6
"WBC-278","2019-11-23 20:10:14","radius",18.5
"WBC-278","2019-05-05 20:12:52","radius",18.9
"WBC-278","2019-05-05 20:12:52","texture",19.7
"WBC-278","2019-11-09 22:56:09","texture",19.7
"WBC-278","2019-06-15 23:05:45","texture",19
"WBC-278","2019-11-23 20:10:14","texture",20
"WBC-278","2019-11-23 20:10:14","perimeter",120.5
"WBC-278","2019-05-05 20:12:52","perimeter",124
"WBC-278","2019-11-09 22:56:09","perimeter",125.8
"WBC-278","2019-06-15 23:05:45","perimeter",120.5
"WBC-278","2019-06-15 23:05:45","area",1134.6
"WBC-278","2019-11-23 20:10:14","area",1112.5
"WBC-278","2019-05-05 20:12:52","area",1080.2
"WBC-278","2019-11-09 22:56:09","area",1056.7
"WBC-279","2019-11-09 22:56:09","radius",13.6
"WBC-279","2019-06-15 23:05:45","radius",13.4
"WBC-279","2019-11-23 20:10:14","radius",13.9
"WBC-279","2019-05-05 20:12:52","radius",13.7
"WBC-279","2019-05-05 20:12:52","texture",17.8
"WBC-279","2019-11-09 22:56:09","texture",17.9
"WBC-279","2019-06-15 23:05:45","texture",20.1
"WBC-279","2019-11-23 20:10:14","texture",16.5
"WBC-279","2019-11-23 20:10:14","perimeter",87.2
"WBC-279","2019-05-05 20:12:52","perimeter",85.9
"WBC-279","2019-11-09 22:56:09","perimeter",85.9
"WBC-279","2019-06-15 23:05:45","perimeter",88.2
"WBC-279","2019-06-15 23:05:45","area",541.4
"WBC-279","2019-11-23 20:10:14","area",558.1
"WBC-279","2019-05-05 20:12:52","area",596.3
"WBC-279","2019-11-09 22:56:09","area",592.2
"WBC-280","2019-11-09 22:56:09","radius",14.1
"WBC-280","2019-06-15 23:05:45","radius",14.2
"WBC-280","2019-11-23 20:10:14","radius",13.7
"WBC-280","2019-05-05 20:12:52","radius",13.6
"WBC-280","2019-05-05 20:12:52","texture",15.1
"WBC-280","2019-11-09 22:56:09","texture",14.3
"WBC-280","2019-06-15 23:05:45","texture",14.1
"WBC-280","2019-11-23 20:10:14","texture",14.6
"WBC-280","2019-11-23 20:10:14","perimeter",88.8
"WBC-280","2019-05-05 20:12:52","perimeter",85.3
"WBC-280","2019-11-09 22:56:09","perimeter",90.9
"WBC-280","2019-06-15 23:05:45","perimeter",91.2
"WBC-280","2019-06-15 23:05:45","area",603.5
"WBC-280","2019-11-23 20:10:14","area",557.1
"WBC-280","2019-05-05 20:12:52","area",586.4
"WBC-280","2019-11-09 22:56:09","area",601
"WBC-281","2019-11-09 22:56:09","radius",19.2
"WBC-281","2019-06-15 23:05:45","radius",18.6
"WBC-281","2019-11-23 20:10:14","radius",19.5
"WBC-281","2019-05-05 20:12:52","radius",19.5
"WBC-281","2019-05-05 20:12:52","texture",25.5
"WBC-281","2019-11-09 22:56:09","texture",26.7
"WBC-281","2019-06-15 23:05:45","texture",26.7
"WBC-281","2019-11-23 20:10:14","texture",26.7
"WBC-281","2019-11-23 20:10:14","perimeter",123.2
"WBC-281","2019-05-05 20:12:52","perimeter",124.4
"WBC-281","2019-11-09 22:56:09","perimeter",128.7
"WBC-281","2019-06-15 23:05:45","perimeter",126.9
"WBC-281","2019-06-15 23:05:45","area",1030.5
"WBC-281","2019-11-23 20:10:14","area",1056.9
"WBC-281","2019-05-05 20:12:52","area",1068.4
"WBC-281","2019-11-09 22:56:09","area",1241.7
"WBC-282","2019-11-09 22:56:09","radius",12.9
"WBC-282","2019-06-15 23:05:45","radius",11.7
"WBC-282","2019-11-23 20:10:14","radius",12.2
"WBC-282","2019-05-05 20:12:52","radius",11.7
"WBC-282","2019-05-05 20:12:52","texture",13.4
"WBC-282","2019-11-09 22:56:09","texture",12.4
"WBC-282","2019-06-15 23:05:45","texture",14.8
"WBC-282","2019-11-23 20:10:14","texture",13.4
"WBC-282","2019-11-23 20:10:14","perimeter",76.4
"WBC-282","2019-05-05 20:12:52","perimeter",72.5
"WBC-282","2019-11-09 22:56:09","perimeter",77.8
"WBC-282","2019-06-15 23:05:45","perimeter",71
"WBC-282","2019-06-15 23:05:45","area",490.4
"WBC-282","2019-11-23 20:10:14","area",416.9
"WBC-282","2019-05-05 20:12:52","area",405
"WBC-282","2019-11-09 22:56:09","area",342.7
"WBC-283","2019-11-09 22:56:09","radius",19
"WBC-283","2019-06-15 23:05:45","radius",19.3
"WBC-283","2019-11-23 20:10:14","radius",19.9
"WBC-283","2019-05-05 20:12:52","radius",20.3
"WBC-283","2019-05-05 20:12:52","texture",17.3
"WBC-283","2019-11-09 22:56:09","texture",17.6
"WBC-283","2019-06-15 23:05:45","texture",16
"WBC-283","2019-11-23 20:10:14","texture",18.2
"WBC-283","2019-11-23 20:10:14","perimeter",124.1
"WBC-283","2019-05-05 20:12:52","perimeter",130
"WBC-283","2019-11-09 22:56:09","perimeter",128.5
"WBC-283","2019-06-15 23:05:45","perimeter",127.3
"WBC-283","2019-06-15 23:05:45","area",1190.1
"WBC-283","2019-11-23 20:10:14","area",1081.2
"WBC-283","2019-05-05 20:12:52","area",1124.3
"WBC-283","2019-11-09 22:56:09","area",1205.2
"WBC-284","2019-11-09 22:56:09","radius",16.6
"WBC-284","2019-06-15 23:05:45","radius",16.2
"WBC-284","2019-11-23 20:10:14","radius",16.5
"WBC-284","2019-05-05 20:12:52","radius",16.3
"WBC-284","2019-05-05 20:12:52","texture",17.3
"WBC-284","2019-11-09 22:56:09","texture",18.9
"WBC-284","2019-06-15 23:05:45","texture",19.4
"WBC-284","2019-11-23 20:10:14","texture",18.8
"WBC-284","2019-11-23 20:10:14","perimeter",114.8
"WBC-284","2019-05-05 20:12:52","perimeter",110.9
"WBC-284","2019-11-09 22:56:09","perimeter",107.8
"WBC-284","2019-06-15 23:05:45","perimeter",113.6
"WBC-284","2019-06-15 23:05:45","area",829.7
"WBC-284","2019-11-23 20:10:14","area",784.9
"WBC-284","2019-05-05 20:12:52","area",819.1
"WBC-284","2019-11-09 22:56:09","area",795.9
"WBC-285","2019-11-09 22:56:09","radius",12.8
"WBC-285","2019-06-15 23:05:45","radius",12.8
"WBC-285","2019-11-23 20:10:14","radius",13
"WBC-285","2019-05-05 20:12:52","radius",12.2
"WBC-285","2019-05-05 20:12:52","texture",12.9
"WBC-285","2019-11-09 22:56:09","texture",16.9
"WBC-285","2019-06-15 23:05:45","texture",13.3
"WBC-285","2019-11-23 20:10:14","texture",16.6
"WBC-285","2019-11-23 20:10:14","perimeter",83
"WBC-285","2019-05-05 20:12:52","perimeter",79.2
"WBC-285","2019-11-09 22:56:09","perimeter",87
"WBC-285","2019-06-15 23:05:45","perimeter",84.1
"WBC-285","2019-06-15 23:05:45","area",495.6
"WBC-285","2019-11-23 20:10:14","area",494.6
"WBC-285","2019-05-05 20:12:52","area",520.1
"WBC-285","2019-11-09 22:56:09","area",529.1
"WBC-286","2019-11-09 22:56:09","radius",13
"WBC-286","2019-06-15 23:05:45","radius",13.2
"WBC-286","2019-11-23 20:10:14","radius",12.7
"WBC-286","2019-05-05 20:12:52","radius",12.8
"WBC-286","2019-05-05 20:12:52","texture",19.9
"WBC-286","2019-11-09 22:56:09","texture",17.4
"WBC-286","2019-06-15 23:05:45","texture",17.3
"WBC-286","2019-11-23 20:10:14","texture",19.8
"WBC-286","2019-11-23 20:10:14","perimeter",79.8
"WBC-286","2019-05-05 20:12:52","perimeter",81.2
"WBC-286","2019-11-09 22:56:09","perimeter",80.1
"WBC-286","2019-06-15 23:05:45","perimeter",78.1
"WBC-286","2019-06-15 23:05:45","area",497.4
"WBC-286","2019-11-23 20:10:14","area",462.8
"WBC-286","2019-05-05 20:12:52","area",499.9
"WBC-286","2019-11-09 22:56:09","area",494.2
"WBC-287","2019-11-09 22:56:09","radius",11.6
"WBC-287","2019-06-15 23:05:45","radius",12.1
"WBC-287","2019-11-23 20:10:14","radius",12.3
"WBC-287","2019-05-05 20:12:52","radius",12
"WBC-287","2019-05-05 20:12:52","texture",24.1
"WBC-287","2019-11-09 22:56:09","texture",20.1
"WBC-287","2019-06-15 23:05:45","texture",21.4
"WBC-287","2019-11-23 20:10:14","texture",19.8
"WBC-287","2019-11-23 20:10:14","perimeter",79.2
"WBC-287","2019-05-05 20:12:52","perimeter",85
"WBC-287","2019-11-09 22:56:09","perimeter",82.7
"WBC-287","2019-06-15 23:05:45","perimeter",73.2
"WBC-287","2019-06-15 23:05:45","area",456.3
"WBC-287","2019-11-23 20:10:14","area",404.2
"WBC-287","2019-05-05 20:12:52","area",482.8
"WBC-287","2019-11-09 22:56:09","area",428
"WBC-288","2019-11-09 22:56:09","radius",12.9
"WBC-288","2019-06-15 23:05:45","radius",12.9
"WBC-288","2019-11-23 20:10:14","radius",13.1
"WBC-288","2019-05-05 20:12:52","radius",12.7
"WBC-288","2019-05-05 20:12:52","texture",13.1
"WBC-288","2019-11-09 22:56:09","texture",13.7
"WBC-288","2019-06-15 23:05:45","texture",12.8
"WBC-288","2019-11-23 20:10:14","texture",13.1
"WBC-288","2019-11-23 20:10:14","perimeter",83
"WBC-288","2019-05-05 20:12:52","perimeter",83.4
"WBC-288","2019-11-09 22:56:09","perimeter",82.2
"WBC-288","2019-06-15 23:05:45","perimeter",83
"WBC-288","2019-06-15 23:05:45","area",550.3
"WBC-288","2019-11-23 20:10:14","area",505.9
"WBC-288","2019-05-05 20:12:52","area",523.7
"WBC-288","2019-11-09 22:56:09","area",499.2
"WBC-289","2019-11-09 22:56:09","radius",11.7
"WBC-289","2019-06-15 23:05:45","radius",11.4
"WBC-289","2019-11-23 20:10:14","radius",11.7
"WBC-289","2019-05-05 20:12:52","radius",11.1
"WBC-289","2019-05-05 20:12:52","texture",17.6
"WBC-289","2019-11-09 22:56:09","texture",20.7
"WBC-289","2019-06-15 23:05:45","texture",20.2
"WBC-289","2019-11-23 20:10:14","texture",20.6
"WBC-289","2019-11-23 20:10:14","perimeter",73.6
"WBC-289","2019-05-05 20:12:52","perimeter",71.6
"WBC-289","2019-11-09 22:56:09","perimeter",74.3
"WBC-289","2019-06-15 23:05:45","perimeter",75.8
"WBC-289","2019-06-15 23:05:45","area",353.6
"WBC-289","2019-11-23 20:10:14","area",402.2
"WBC-289","2019-05-05 20:12:52","area",391.7
"WBC-289","2019-11-09 22:56:09","area",396.6
"WBC-290","2019-11-09 22:56:09","radius",11.3
"WBC-290","2019-06-15 23:05:45","radius",11.6
"WBC-290","2019-11-23 20:10:14","radius",11.2
"WBC-290","2019-05-05 20:12:52","radius",11.5
"WBC-290","2019-05-05 20:12:52","texture",17.8
"WBC-290","2019-11-09 22:56:09","texture",19.1
"WBC-290","2019-06-15 23:05:45","texture",17.2
"WBC-290","2019-11-23 20:10:14","texture",21.1
"WBC-290","2019-11-23 20:10:14","perimeter",71.8
"WBC-290","2019-05-05 20:12:52","perimeter",72.4
"WBC-290","2019-11-09 22:56:09","perimeter",70.8
"WBC-290","2019-06-15 23:05:45","perimeter",75.8
"WBC-290","2019-06-15 23:05:45","area",392.4
"WBC-290","2019-11-23 20:10:14","area",394.1
"WBC-290","2019-05-05 20:12:52","area",430.2
"WBC-290","2019-11-09 22:56:09","area",389
"WBC-291","2019-11-09 22:56:09","radius",14.3
"WBC-291","2019-06-15 23:05:45","radius",13.3
"WBC-291","2019-11-23 20:10:14","radius",13.4
"WBC-291","2019-05-05 20:12:52","radius",13.8
"WBC-291","2019-05-05 20:12:52","texture",17.9
"WBC-291","2019-11-09 22:56:09","texture",19.7
"WBC-291","2019-06-15 23:05:45","texture",21.9
"WBC-291","2019-11-23 20:10:14","texture",21.6
"WBC-291","2019-11-23 20:10:14","perimeter",95.4
"WBC-291","2019-05-05 20:12:52","perimeter",87.9
"WBC-291","2019-11-09 22:56:09","perimeter",92.8
"WBC-291","2019-06-15 23:05:45","perimeter",91.3
"WBC-291","2019-06-15 23:05:45","area",693.8
"WBC-291","2019-11-23 20:10:14","area",764.5
"WBC-291","2019-05-05 20:12:52","area",634.9
"WBC-291","2019-11-09 22:56:09","area",593.2
"WBC-292","2019-11-09 22:56:09","radius",15.2
"WBC-292","2019-06-15 23:05:45","radius",14.7
"WBC-292","2019-11-23 20:10:14","radius",14.7
"WBC-292","2019-05-05 20:12:52","radius",14.9
"WBC-292","2019-05-05 20:12:52","texture",18.9
"WBC-292","2019-11-09 22:56:09","texture",20.1
"WBC-292","2019-06-15 23:05:45","texture",16.5
"WBC-292","2019-11-23 20:10:14","texture",19.7
"WBC-292","2019-11-23 20:10:14","perimeter",100.8
"WBC-292","2019-05-05 20:12:52","perimeter",95.4
"WBC-292","2019-11-09 22:56:09","perimeter",98.6
"WBC-292","2019-06-15 23:05:45","perimeter",94.8
"WBC-292","2019-06-15 23:05:45","area",680.4
"WBC-292","2019-11-23 20:10:14","area",675.1
"WBC-292","2019-05-05 20:12:52","area",692.3
"WBC-292","2019-11-09 22:56:09","area",677.6
"WBC-293","2019-11-09 22:56:09","radius",13.2
"WBC-293","2019-06-15 23:05:45","radius",13.4
"WBC-293","2019-11-23 20:10:14","radius",12.8
"WBC-293","2019-05-05 20:12:52","radius",13.1
"WBC-293","2019-05-05 20:12:52","texture",16
"WBC-293","2019-11-09 22:56:09","texture",16.3
"WBC-293","2019-06-15 23:05:45","texture",17.4
"WBC-293","2019-11-23 20:10:14","texture",15.2
"WBC-293","2019-11-23 20:10:14","perimeter",84.5
"WBC-293","2019-05-05 20:12:52","perimeter",84.8
"WBC-293","2019-11-09 22:56:09","perimeter",83.3
"WBC-293","2019-06-15 23:05:45","perimeter",80.1
"WBC-293","2019-06-15 23:05:45","area",495
"WBC-293","2019-11-23 20:10:14","area",533.4
"WBC-293","2019-05-05 20:12:52","area",526.3
"WBC-293","2019-11-09 22:56:09","area",509.5
"WBC-294","2019-11-09 22:56:09","radius",11.6
"WBC-294","2019-06-15 23:05:45","radius",12
"WBC-294","2019-11-23 20:10:14","radius",12.2
"WBC-294","2019-05-05 20:12:52","radius",11.8
"WBC-294","2019-05-05 20:12:52","texture",17.6
"WBC-294","2019-11-09 22:56:09","texture",18.3
"WBC-294","2019-06-15 23:05:45","texture",17.7
"WBC-294","2019-11-23 20:10:14","texture",16.8
"WBC-294","2019-11-23 20:10:14","perimeter",75.5
"WBC-294","2019-05-05 20:12:52","perimeter",74.8
"WBC-294","2019-11-09 22:56:09","perimeter",74.5
"WBC-294","2019-06-15 23:05:45","perimeter",76.9
"WBC-294","2019-06-15 23:05:45","area",449
"WBC-294","2019-11-23 20:10:14","area",437.2
"WBC-294","2019-05-05 20:12:52","area",461.3
"WBC-294","2019-11-09 22:56:09","area",407.5
"WBC-295","2019-11-09 22:56:09","radius",12.8
"WBC-295","2019-06-15 23:05:45","radius",12.4
"WBC-295","2019-11-23 20:10:14","radius",12.8
"WBC-295","2019-05-05 20:12:52","radius",12.5
"WBC-295","2019-05-05 20:12:52","texture",13
"WBC-295","2019-11-09 22:56:09","texture",14.8
"WBC-295","2019-06-15 23:05:45","texture",13.4
"WBC-295","2019-11-23 20:10:14","texture",14.6
"WBC-295","2019-11-23 20:10:14","perimeter",81.6
"WBC-295","2019-05-05 20:12:52","perimeter",83.3
"WBC-295","2019-11-09 22:56:09","perimeter",80.7
"WBC-295","2019-06-15 23:05:45","perimeter",82.2
"WBC-295","2019-06-15 23:05:45","area",491.3
"WBC-295","2019-11-23 20:10:14","area",487
"WBC-295","2019-05-05 20:12:52","area",475.8
"WBC-295","2019-11-09 22:56:09","area",499.6
"WBC-296","2019-11-09 22:56:09","radius",13.8
"WBC-296","2019-06-15 23:05:45","radius",13.7
"WBC-296","2019-11-23 20:10:14","radius",13.7
"WBC-296","2019-05-05 20:12:52","radius",14.1
"WBC-296","2019-05-05 20:12:52","texture",12.8
"WBC-296","2019-11-09 22:56:09","texture",13.1
"WBC-296","2019-06-15 23:05:45","texture",13.3
"WBC-296","2019-11-23 20:10:14","texture",12.9
"WBC-296","2019-11-23 20:10:14","perimeter",88.7
"WBC-296","2019-05-05 20:12:52","perimeter",86.9
"WBC-296","2019-11-09 22:56:09","perimeter",87.7
"WBC-296","2019-06-15 23:05:45","perimeter",88.8
"WBC-296","2019-06-15 23:05:45","area",575.5
"WBC-296","2019-11-23 20:10:14","area",556.9
"WBC-296","2019-05-05 20:12:52","area",592.9
"WBC-296","2019-11-09 22:56:09","area",621.3
"WBC-297","2019-11-09 22:56:09","radius",11
"WBC-297","2019-06-15 23:05:45","radius",11.2
"WBC-297","2019-11-23 20:10:14","radius",11.1
"WBC-297","2019-05-05 20:12:52","radius",10.7
"WBC-297","2019-05-05 20:12:52","texture",12.5
"WBC-297","2019-11-09 22:56:09","texture",12.4
"WBC-297","2019-06-15 23:05:45","texture",12.3
"WBC-297","2019-11-23 20:10:14","texture",11
"WBC-297","2019-11-23 20:10:14","perimeter",69.4
"WBC-297","2019-05-05 20:12:52","perimeter",71.7
"WBC-297","2019-11-09 22:56:09","perimeter",68.7
"WBC-297","2019-06-15 23:05:45","perimeter",68.1
"WBC-297","2019-06-15 23:05:45","area",367.6
"WBC-297","2019-11-23 20:10:14","area",382.7
"WBC-297","2019-05-05 20:12:52","area",366.7
"WBC-297","2019-11-09 22:56:09","area",375.5
"WBC-298","2019-11-09 22:56:09","radius",10.3
"WBC-298","2019-06-15 23:05:45","radius",12.2
"WBC-298","2019-11-23 20:10:14","radius",11.4
"WBC-298","2019-05-05 20:12:52","radius",11.6
"WBC-298","2019-05-05 20:12:52","texture",17
"WBC-298","2019-11-09 22:56:09","texture",15.5
"WBC-298","2019-06-15 23:05:45","texture",22.1
"WBC-298","2019-11-23 20:10:14","texture",12.9
"WBC-298","2019-11-23 20:10:14","perimeter",71
"WBC-298","2019-05-05 20:12:52","perimeter",72.5
"WBC-298","2019-11-09 22:56:09","perimeter",74.4
"WBC-298","2019-06-15 23:05:45","perimeter",73.7
"WBC-298","2019-06-15 23:05:45","area",449.6
"WBC-298","2019-11-23 20:10:14","area",461.2
"WBC-298","2019-05-05 20:12:52","area",459.6
"WBC-298","2019-11-09 22:56:09","area",381.9
"WBC-299","2019-11-09 22:56:09","radius",14.4
"WBC-299","2019-06-15 23:05:45","radius",14.7
"WBC-299","2019-11-23 20:10:14","radius",14.8
"WBC-299","2019-05-05 20:12:52","radius",14.1
"WBC-299","2019-05-05 20:12:52","texture",18.6
"WBC-299","2019-11-09 22:56:09","texture",18.8
"WBC-299","2019-06-15 23:05:45","texture",16.6
"WBC-299","2019-11-23 20:10:14","texture",18.1
"WBC-299","2019-11-23 20:10:14","perimeter",89.4
"WBC-299","2019-05-05 20:12:52","perimeter",89.1
"WBC-299","2019-11-09 22:56:09","perimeter",89.1
"WBC-299","2019-06-15 23:05:45","perimeter",91.1
"WBC-299","2019-06-15 23:05:45","area",619.8
"WBC-299","2019-11-23 20:10:14","area",664.5
"WBC-299","2019-05-05 20:12:52","area",651.7
"WBC-299","2019-11-09 22:56:09","area",637.9
"WBC-300","2019-11-09 22:56:09","radius",10.3
"WBC-300","2019-06-15 23:05:45","radius",10.7
"WBC-300","2019-11-23 20:10:14","radius",10.6
"WBC-300","2019-05-05 20:12:52","radius",10.6
"WBC-300","2019-05-05 20:12:52","texture",22.4
"WBC-300","2019-11-09 22:56:09","texture",23.7
"WBC-300","2019-06-15 23:05:45","texture",22.1
"WBC-300","2019-11-23 20:10:14","texture",23.6
"WBC-300","2019-11-23 20:10:14","perimeter",69.5
"WBC-300","2019-05-05 20:12:52","perimeter",68.7
