--- Starting fine-tuning for model_type: gpt2 ---
Model configured with LoRA:
trainable params: 294912 || all params: 124734720 || trainable%: 0.24
Starting training...
{'loss': '3.568', 'grad_norm': '0.3329', 'learning_rate': '0.0002', 'epoch': '0.0006034'}
{'loss': '1.716', 'grad_norm': '0.6365', 'learning_rate': '0.0001368', 'epoch': '0.3168'}
{'loss': '2.354', 'grad_norm': '0.5671', 'learning_rate': '0.0001367', 'epoch': '0.3174'}
{'loss': '2.22', 'grad_norm': '0.4993', 'learning_rate': '0.0001366', 'epoch': '0.318'}
{'loss': '1.883', 'grad_norm': '0.5587', 'learning_rate': '0.0001364', 'epoch': '0.3186'}
{'loss': '2.289', 'grad_norm': '0.5605', 'learning_rate': '0.0001363', 'epoch': '0.3192'}
{'loss': '1.968', 'grad_norm': '0.4212', 'learning_rate': '0.0001362', 'epoch': '0.3198'}
{'loss': '2.053', 'grad_norm': '0.3984', 'learning_rate': '0.0001361', 'epoch': '0.3204'}
{'loss': '2.216', 'grad_norm': '0.5772', 'learning_rate': '0.0001359', 'epoch': '0.321'}
{'loss': '2.399', 'grad_norm': '0.4552', 'learning_rate': '0.0001358', 'epoch': '0.3216'}
{'loss': '2.248', 'grad_norm': '0.4901', 'learning_rate': '0.0001357', 'epoch': '0.3222'}
{'loss': '2.146', 'grad_norm': '0.4407', 'learning_rate': '0.0001356', 'epoch': '0.3228'}
{'loss': '2.512', 'grad_norm': '0.5117', 'learning_rate': '0.0001355', 'epoch': '0.3234'}
{'loss': '2.015', 'grad_norm': '0.3688', 'learning_rate': '0.0001353', 'epoch': '0.324'}
{'loss': '2.33', 'grad_norm': '0.5818', 'learning_rate': '0.0001352', 'epoch': '0.3246'}
{'loss': '1.978', 'grad_norm': '0.5912', 'learning_rate': '0.0001351', 'epoch': '0.3252'}
{'loss': '2.041', 'grad_norm': '0.4775', 'learning_rate': '0.000135', 'epoch': '0.3258'}
{'loss': '2.002', 'grad_norm': '0.7307', 'learning_rate': '0.0001349', 'epoch': '0.3264'}
{'loss': '2.47', 'grad_norm': '0.5115', 'learning_rate': '0.0001347', 'epoch': '0.327'}
{'loss': '1.99', 'grad_norm': '0.484', 'learning_rate': '0.0001346', 'epoch': '0.3277'}
{'loss': '2.415', 'grad_norm': '0.5141', 'learning_rate': '0.0001345', 'epoch': '0.3283'}
{'loss': '2.207', 'grad_norm': '0.4241', 'learning_rate': '0.0001344', 'epoch': '0.3289'}
{'loss': '2.013', 'grad_norm': '0.5638', 'learning_rate': '0.0001343', 'epoch': '0.3295'}
{'loss': '2.069', 'grad_norm': '0.5586', 'learning_rate': '0.0001341', 'epoch': '0.3301'}
{'loss': '2.194', 'grad_norm': '0.4355', 'learning_rate': '0.000134', 'epoch': '0.3307'}
{'loss': '2.103', 'grad_norm': '0.4438', 'learning_rate': '0.0001339', 'epoch': '0.3313'}
{'loss': '2.65', 'grad_norm': '0.6524', 'learning_rate': '0.0001338', 'epoch': '0.3319'}
{'loss': '2.233', 'grad_norm': '0.5035', 'learning_rate': '0.0001337', 'epoch': '0.3325'}
{'loss': '2.178', 'grad_norm': '0.4508', 'learning_rate': '0.0001335', 'epoch': '0.3331'}
{'loss': '2.052', 'grad_norm': '0.4756', 'learning_rate': '0.0001334', 'epoch': '0.3337'}
{'loss': '2.653', 'grad_norm': '0.7715', 'learning_rate': '0.0001333', 'epoch': '0.3343'}
{'loss': '1.718', 'grad_norm': '0.4643', 'learning_rate': '0.0001332', 'epoch': '0.3349'}
{'loss': '1.779', 'grad_norm': '0.3966', 'learning_rate': '0.0001331', 'epoch': '0.3355'}
{'loss': '2.626', 'grad_norm': '0.5581', 'learning_rate': '0.0001329', 'epoch': '0.3361'}
{'loss': '2.242', 'grad_norm': '0.4302', 'learning_rate': '0.0001328', 'epoch': '0.3367'}
{'loss': '1.754', 'grad_norm': '0.9919', 'learning_rate': '0.0001327', 'epoch': '0.3373'}
{'loss': '2.246', 'grad_norm': '0.4647', 'learning_rate': '0.0001326', 'epoch': '0.3379'}
{'loss': '1.998', 'grad_norm': '0.4284', 'learning_rate': '0.0001324', 'epoch': '0.3385'}
{'loss': '1.928', 'grad_norm': '0.417', 'learning_rate': '0.0001323', 'epoch': '0.3391'}
{'loss': '1.825', 'grad_norm': '0.3643', 'learning_rate': '0.0001322', 'epoch': '0.3397'}
{'loss': '2.002', 'grad_norm': '0.4538', 'learning_rate': '0.0001321', 'epoch': '0.3403'}
{'loss': '1.84', 'grad_norm': '0.4653', 'learning_rate': '0.000132', 'epoch': '0.3409'}
{'loss': '2.108', 'grad_norm': '0.3811', 'learning_rate': '0.0001318', 'epoch': '0.3415'}
{'loss': '1.977', 'grad_norm': '0.5218', 'learning_rate': '0.0001317', 'epoch': '0.3421'}
{'loss': '2.353', 'grad_norm': '0.6067', 'learning_rate': '0.0001316', 'epoch': '0.3427'}
{'loss': '2.425', 'grad_norm': '0.6026', 'learning_rate': '0.0001315', 'epoch': '0.3433'}
{'loss': '2.164', 'grad_norm': '0.5869', 'learning_rate': '0.0001314', 'epoch': '0.3439'}
{'loss': '1.98', 'grad_norm': '0.429', 'learning_rate': '0.0001312', 'epoch': '0.3445'}
{'loss': '2.366', 'grad_norm': '0.7327', 'learning_rate': '0.0001311', 'epoch': '0.3452'}
{'loss': '2.133', 'grad_norm': '0.48', 'learning_rate': '0.000131', 'epoch': '0.3458'}
{'loss': '2.304', 'grad_norm': '0.4459', 'learning_rate': '0.0001309', 'epoch': '0.3464'}
{'loss': '2.137', 'grad_norm': '0.436', 'learning_rate': '0.0001308', 'epoch': '0.347'}
{'loss': '2.313', 'grad_norm': '0.5555', 'learning_rate': '0.0001306', 'epoch': '0.3476'}
{'loss': '2.152', 'grad_norm': '0.3986', 'learning_rate': '0.0001305', 'epoch': '0.3482'}
{'loss': '2.22', 'grad_norm': '0.6945', 'learning_rate': '0.0001304', 'epoch': '0.3488'}
{'loss': '1.636', 'grad_norm': '0.3686', 'learning_rate': '0.0001303', 'epoch': '0.3494'}
{'loss': '2.014', 'grad_norm': '0.4771', 'learning_rate': '0.0001302', 'epoch': '0.35'}
{'loss': '1.967', 'grad_norm': '0.4239', 'learning_rate': '0.00013', 'epoch': '0.3506'}
{'loss': '2', 'grad_norm': '0.57', 'learning_rate': '0.0001299', 'epoch': '0.3512'}
{'loss': '2.414', 'grad_norm': '0.5997', 'learning_rate': '0.0001298', 'epoch': '0.3518'}
{'loss': '1.661', 'grad_norm': '0.4853', 'learning_rate': '0.0001297', 'epoch': '0.3524'}
{'loss': '2.036', 'grad_norm': '0.5486', 'learning_rate': '0.0001296', 'epoch': '0.353'}
{'loss': '2.135', 'grad_norm': '0.4322', 'learning_rate': '0.0001294', 'epoch': '0.3536'}
{'loss': '1.71', 'grad_norm': '0.434', 'learning_rate': '0.0001293', 'epoch': '0.3542'}
{'loss': '2.004', 'grad_norm': '0.495', 'learning_rate': '0.0001292', 'epoch': '0.3548'}
{'loss': '1.949', 'grad_norm': '0.5694', 'learning_rate': '0.0001291', 'epoch': '0.3554'}
{'loss': '2.052', 'grad_norm': '0.3897', 'learning_rate': '0.000129', 'epoch': '0.356'}
{'loss': '2.053', 'grad_norm': '0.4562', 'learning_rate': '0.0001288', 'epoch': '0.3566'}
{'loss': '2.113', 'grad_norm': '0.5335', 'learning_rate': '0.0001287', 'epoch': '0.3572'}
{'loss': '2.275', 'grad_norm': '0.3485', 'learning_rate': '0.0001286', 'epoch': '0.3578'}
{'loss': '2.01', 'grad_norm': '0.4691', 'learning_rate': '0.0001285', 'epoch': '0.3584'}
{'loss': '2.223', 'grad_norm': '0.5367', 'learning_rate': '0.0001283', 'epoch': '0.359'}
{'loss': '1.965', 'grad_norm': '0.552', 'learning_rate': '0.0001282', 'epoch': '0.3596'}
{'loss': '2.295', 'grad_norm': '0.7381', 'learning_rate': '0.0001281', 'epoch': '0.3602'}
{'loss': '2.26', 'grad_norm': '0.4395', 'learning_rate': '0.000128', 'epoch': '0.3608'}
{'loss': '1.81', 'grad_norm': '0.4369', 'learning_rate': '0.0001279', 'epoch': '0.3614'}
{'loss': '1.974', 'grad_norm': '0.475', 'learning_rate': '0.0001277', 'epoch': '0.362'}
{'loss': '1.872', 'grad_norm': '0.4933', 'learning_rate': '0.0001276', 'epoch': '0.3626'}
{'loss': '2.262', 'grad_norm': '0.5051', 'learning_rate': '0.0001275', 'epoch': '0.3633'}
{'loss': '1.633', 'grad_norm': '0.7121', 'learning_rate': '0.0001274', 'epoch': '0.3639'}
{'loss': '2.33', 'grad_norm': '0.3714', 'learning_rate': '0.0001273', 'epoch': '0.3645'}
{'loss': '2.555', 'grad_norm': '0.5006', 'learning_rate': '0.0001271', 'epoch': '0.3651'}
{'loss': '2.066', 'grad_norm': '0.6305', 'learning_rate': '0.000127', 'epoch': '0.3657'}
{'loss': '1.927', 'grad_norm': '0.7971', 'learning_rate': '0.0001269', 'epoch': '0.3663'}
{'loss': '2.081', 'grad_norm': '0.4814', 'learning_rate': '0.0001268', 'epoch': '0.3669'}
{'loss': '2.552', 'grad_norm': '0.559', 'learning_rate': '0.0001267', 'epoch': '0.3675'}
{'loss': '1.994', 'grad_norm': '0.4123', 'learning_rate': '0.0001265', 'epoch': '0.3681'}
{'loss': '1.805', 'grad_norm': '0.4329', 'learning_rate': '0.0001264', 'epoch': '0.3687'}
{'loss': '1.713', 'grad_norm': '0.5342', 'learning_rate': '0.0001263', 'epoch': '0.3693'}
{'loss': '1.798', 'grad_norm': '0.4624', 'learning_rate': '0.0001262', 'epoch': '0.3699'}
{'loss': '2.06', 'grad_norm': '0.4318', 'learning_rate': '0.0001261', 'epoch': '0.3705'}
{'loss': '1.99', 'grad_norm': '0.6661', 'learning_rate': '0.0001259', 'epoch': '0.3711'}
{'loss': '1.596', 'grad_norm': '0.3718', 'learning_rate': '0.0001258', 'epoch': '0.3717'}
{'loss': '1.837', 'grad_norm': '0.3515', 'learning_rate': '0.0001257', 'epoch': '0.3723'}
{'loss': '1.751', 'grad_norm': '0.476', 'learning_rate': '0.0001256', 'epoch': '0.3729'}
{'loss': '2.062', 'grad_norm': '0.412', 'learning_rate': '0.0001255', 'epoch': '0.3735'}
{'loss': '2.646', 'grad_norm': '0.6223', 'learning_rate': '0.0001253', 'epoch': '0.3741'}
{'loss': '2.145', 'grad_norm': '0.5064', 'learning_rate': '0.0001252', 'epoch': '0.3747'}
{'loss': '2.081', 'grad_norm': '0.4098', 'learning_rate': '0.0001251', 'epoch': '0.3753'}
{'loss': '2.395', 'grad_norm': '0.4601', 'learning_rate': '0.000125', 'epoch': '0.3759'}
{'loss': '2.098', 'grad_norm': '0.4971', 'learning_rate': '0.0001248', 'epoch': '0.3765'}
{'loss': '2.021', 'grad_norm': '0.3936', 'learning_rate': '0.0001247', 'epoch': '0.3771'}
{'loss': '2.038', 'grad_norm': '0.6935', 'learning_rate': '0.0001246', 'epoch': '0.3777'}
{'loss': '2.814', 'grad_norm': '0.6465', 'learning_rate': '0.0001245', 'epoch': '0.3783'}
{'loss': '1.945', 'grad_norm': '0.5557', 'learning_rate': '0.0001244', 'epoch': '0.3789'}
{'loss': '1.775', 'grad_norm': '0.4152', 'learning_rate': '0.0001242', 'epoch': '0.3795'}
{'loss': '1.724', 'grad_norm': '0.4705', 'learning_rate': '0.0001241', 'epoch': '0.3801'}
{'loss': '2.142', 'grad_norm': '0.4957', 'learning_rate': '0.000124', 'epoch': '0.3808'}
{'loss': '2.009', 'grad_norm': '0.6938', 'learning_rate': '0.0001239', 'epoch': '0.3814'}
{'loss': '2.231', 'grad_norm': '0.4636', 'learning_rate': '0.0001238', 'epoch': '0.382'}
{'loss': '2.395', 'grad_norm': '0.5182', 'learning_rate': '0.0001236', 'epoch': '0.3826'}
{'loss': '2.197', 'grad_norm': '0.4805', 'learning_rate': '0.0001235', 'epoch': '0.3832'}
{'loss': '2.087', 'grad_norm': '0.4371', 'learning_rate': '0.0001234', 'epoch': '0.3838'}
{'loss': '2.111', 'grad_norm': '0.4799', 'learning_rate': '0.0001233', 'epoch': '0.3844'}
{'loss': '2.4', 'grad_norm': '0.5268', 'learning_rate': '0.0001232', 'epoch': '0.385'}
{'loss': '2.176', 'grad_norm': '0.4367', 'learning_rate': '0.000123', 'epoch': '0.3856'}
{'loss': '2.27', 'grad_norm': '0.4573', 'learning_rate': '0.0001229', 'epoch': '0.3862'}
{'loss': '2.063', 'grad_norm': '0.4231', 'learning_rate': '0.0001228', 'epoch': '0.3868'}
{'loss': '2.328', 'grad_norm': '0.3595', 'learning_rate': '0.0001227', 'epoch': '0.3874'}
{'loss': '1.873', 'grad_norm': '0.4936', 'learning_rate': '0.0001226', 'epoch': '0.388'}
{'loss': '2.033', 'grad_norm': '0.4347', 'learning_rate': '0.0001224', 'epoch': '0.3886'}
{'loss': '1.985', 'grad_norm': '0.4796', 'learning_rate': '0.0001223', 'epoch': '0.3892'}
{'loss': '2.277', 'grad_norm': '0.3816', 'learning_rate': '0.0001222', 'epoch': '0.3898'}
{'loss': '1.97', 'grad_norm': '0.4435', 'learning_rate': '0.0001221', 'epoch': '0.3904'}
{'loss': '2.083', 'grad_norm': '0.4956', 'learning_rate': '0.000122', 'epoch': '0.391'}
{'loss': '1.965', 'grad_norm': '0.5279', 'learning_rate': '0.0001218', 'epoch': '0.3916'}
{'loss': '2.108', 'grad_norm': '0.5148', 'learning_rate': '0.0001217', 'epoch': '0.3922'}
{'loss': '1.556', 'grad_norm': '0.6481', 'learning_rate': '0.0001216', 'epoch': '0.3928'}
{'loss': '1.848', 'grad_norm': '0.5062', 'learning_rate': '0.0001215', 'epoch': '0.3934'}
{'loss': '2.236', 'grad_norm': '0.5856', 'learning_rate': '0.0001214', 'epoch': '0.394'}
{'loss': '2.049', 'grad_norm': '0.4193', 'learning_rate': '0.0001212', 'epoch': '0.3946'}
{'loss': '2.291', 'grad_norm': '0.4512', 'learning_rate': '0.0001211', 'epoch': '0.3952'}
{'loss': '2.107', 'grad_norm': '0.4991', 'learning_rate': '0.000121', 'epoch': '0.3958'}
{'loss': '2.03', 'grad_norm': '0.4201', 'learning_rate': '0.0001209', 'epoch': '0.3964'}
{'loss': '2.13', 'grad_norm': '0.4945', 'learning_rate': '0.0001207', 'epoch': '0.397'}
{'loss': '2.01', 'grad_norm': '0.4359', 'learning_rate': '0.0001206', 'epoch': '0.3976'}
{'loss': '2.611', 'grad_norm': '0.481', 'learning_rate': '0.0001205', 'epoch': '0.3983'}
{'loss': '2.356', 'grad_norm': '0.4022', 'learning_rate': '0.0001204', 'epoch': '0.3989'}
{'loss': '1.982', 'grad_norm': '0.5328', 'learning_rate': '0.0001203', 'epoch': '0.3995'}
{'loss': '2.393', 'grad_norm': '0.7705', 'learning_rate': '0.0001201', 'epoch': '0.4001'}
{'loss': '2.083', 'grad_norm': '0.5557', 'learning_rate': '0.00012', 'epoch': '0.4007'}
{'loss': '2.12', 'grad_norm': '0.4431', 'learning_rate': '0.0001199', 'epoch': '0.4013'}
{'loss': '1.981', 'grad_norm': '0.5363', 'learning_rate': '0.0001198', 'epoch': '0.4019'}
{'loss': '2.09', 'grad_norm': '0.5629', 'learning_rate': '0.0001197', 'epoch': '0.4025'}
{'loss': '2.165', 'grad_norm': '0.5118', 'learning_rate': '0.0001195', 'epoch': '0.4031'}
{'loss': '2.083', 'grad_norm': '0.4355', 'learning_rate': '0.0001194', 'epoch': '0.4037'}
{'loss': '2.242', 'grad_norm': '0.5319', 'learning_rate': '0.0001193', 'epoch': '0.4043'}
{'loss': '2.173', 'grad_norm': '0.5795', 'learning_rate': '0.0001192', 'epoch': '0.4049'}
{'loss': '1.937', 'grad_norm': '0.4788', 'learning_rate': '0.0001191', 'epoch': '0.4055'}
{'loss': '2.05', 'grad_norm': '0.6213', 'learning_rate': '0.0001189', 'epoch': '0.4061'}
{'loss': '2.261', 'grad_norm': '0.6091', 'learning_rate': '0.0001188', 'epoch': '0.4067'}
{'loss': '2.043', 'grad_norm': '0.4026', 'learning_rate': '0.0001187', 'epoch': '0.4073'}
{'loss': '2.353', 'grad_norm': '0.4477', 'learning_rate': '0.0001186', 'epoch': '0.4079'}
{'loss': '1.86', 'grad_norm': '0.5017', 'learning_rate': '0.0001185', 'epoch': '0.4085'}
{'loss': '2.08', 'grad_norm': '0.4697', 'learning_rate': '0.0001183', 'epoch': '0.4091'}
{'loss': '1.971', 'grad_norm': '0.3984', 'learning_rate': '0.0001182', 'epoch': '0.4097'}
{'loss': '2.025', 'grad_norm': '0.56', 'learning_rate': '0.0001181', 'epoch': '0.4103'}
{'loss': '2.581', 'grad_norm': '0.4807', 'learning_rate': '0.000118', 'epoch': '0.4109'}
{'loss': '2.406', 'grad_norm': '0.4842', 'learning_rate': '0.0001179', 'epoch': '0.4115'}
{'loss': '1.905', 'grad_norm': '0.545', 'learning_rate': '0.0001177', 'epoch': '0.4121'}
{'loss': '1.312', 'grad_norm': '0.4502', 'learning_rate': '0.0001176', 'epoch': '0.4127'}
{'loss': '1.803', 'grad_norm': '0.3864', 'learning_rate': '0.0001175', 'epoch': '0.4133'}
{'loss': '1.816', 'grad_norm': '0.5526', 'learning_rate': '0.0001174', 'epoch': '0.4139'}
{'loss': '2.399', 'grad_norm': '0.4435', 'learning_rate': '0.0001172', 'epoch': '0.4145'}
{'loss': '2.099', 'grad_norm': '0.8333', 'learning_rate': '0.0001171', 'epoch': '0.4151'}
{'loss': '1.852', 'grad_norm': '0.5617', 'learning_rate': '0.000117', 'epoch': '0.4157'}
{'loss': '2.435', 'grad_norm': '0.5175', 'learning_rate': '0.0001169', 'epoch': '0.4164'}
{'loss': '1.585', 'grad_norm': '0.5463', 'learning_rate': '0.0001168', 'epoch': '0.417'}
{'loss': '2.634', 'grad_norm': '0.4844', 'learning_rate': '0.0001166', 'epoch': '0.4176'}
{'loss': '2.324', 'grad_norm': '0.5052', 'learning_rate': '0.0001165', 'epoch': '0.4182'}
{'loss': '1.957', 'grad_norm': '0.4276', 'learning_rate': '0.0001164', 'epoch': '0.4188'}
{'loss': '2.195', 'grad_norm': '0.5932', 'learning_rate': '0.0001163', 'epoch': '0.4194'}
{'loss': '1.897', 'grad_norm': '0.4722', 'learning_rate': '0.0001162', 'epoch': '0.42'}
{'loss': '1.956', 'grad_norm': '0.5134', 'learning_rate': '0.000116', 'epoch': '0.4206'}
{'loss': '2.357', 'grad_norm': '0.534', 'learning_rate': '0.0001159', 'epoch': '0.4212'}
{'loss': '2.101', 'grad_norm': '0.4337', 'learning_rate': '0.0001158', 'epoch': '0.4218'}
{'loss': '2.422', 'grad_norm': '0.6083', 'learning_rate': '0.0001157', 'epoch': '0.4224'}
{'loss': '1.671', 'grad_norm': '0.3962', 'learning_rate': '0.0001156', 'epoch': '0.423'}
{'loss': '2.068', 'grad_norm': '0.4538', 'learning_rate': '0.0001154', 'epoch': '0.4236'}
{'loss': '2.022', 'grad_norm': '0.5989', 'learning_rate': '0.0001153', 'epoch': '0.4242'}
{'loss': '2.326', 'grad_norm': '0.4163', 'learning_rate': '0.0001152', 'epoch': '0.4248'}
{'loss': '2.363', 'grad_norm': '0.4726', 'learning_rate': '0.0001151', 'epoch': '0.4254'}
{'loss': '1.952', 'grad_norm': '0.529', 'learning_rate': '0.000115', 'epoch': '0.426'}
{'loss': '1.873', 'grad_norm': '0.5265', 'learning_rate': '0.0001148', 'epoch': '0.4266'}
{'loss': '2.27', 'grad_norm': '0.4936', 'learning_rate': '0.0001147', 'epoch': '0.4272'}
{'loss': '2.08', 'grad_norm': '0.4928', 'learning_rate': '0.0001146', 'epoch': '0.4278'}
{'loss': '1.938', 'grad_norm': '0.4208', 'learning_rate': '0.0001145', 'epoch': '0.4284'}
{'loss': '2.183', 'grad_norm': '0.5931', 'learning_rate': '0.0001144', 'epoch': '0.429'}
{'loss': '1.769', 'grad_norm': '0.4943', 'learning_rate': '0.0001142', 'epoch': '0.4296'}
{'loss': '2.112', 'grad_norm': '0.394', 'learning_rate': '0.0001141', 'epoch': '0.4302'}
{'loss': '1.908', 'grad_norm': '0.4808', 'learning_rate': '0.000114', 'epoch': '0.4308'}
{'loss': '1.773', 'grad_norm': '0.4154', 'learning_rate': '0.0001139', 'epoch': '0.4314'}
{'loss': '2.125', 'grad_norm': '0.5314', 'learning_rate': '0.0001138', 'epoch': '0.432'}
{'loss': '2.127', 'grad_norm': '0.7545', 'learning_rate': '0.0001136', 'epoch': '0.4326'}
{'loss': '2.118', 'grad_norm': '0.4516', 'learning_rate': '0.0001135', 'epoch': '0.4332'}
{'loss': '2.198', 'grad_norm': '0.4421', 'learning_rate': '0.0001134', 'epoch': '0.4339'}
{'loss': '1.978', 'grad_norm': '0.5403', 'learning_rate': '0.0001133', 'epoch': '0.4345'}
{'loss': '1.226', 'grad_norm': '0.6047', 'learning_rate': '0.0001131', 'epoch': '0.4351'}
{'loss': '2.409', 'grad_norm': '0.4748', 'learning_rate': '0.000113', 'epoch': '0.4357'}
{'loss': '1.839', 'grad_norm': '0.6211', 'learning_rate': '0.0001129', 'epoch': '0.4363'}
{'loss': '1.963', 'grad_norm': '0.3938', 'learning_rate': '0.0001128', 'epoch': '0.4369'}
{'loss': '2.011', 'grad_norm': '0.5083', 'learning_rate': '0.0001127', 'epoch': '0.4375'}
{'loss': '1.764', 'grad_norm': '0.5161', 'learning_rate': '0.0001125', 'epoch': '0.4381'}
{'loss': '2.259', 'grad_norm': '0.5662', 'learning_rate': '0.0001124', 'epoch': '0.4387'}
{'loss': '1.894', 'grad_norm': '0.4272', 'learning_rate': '0.0001123', 'epoch': '0.4393'}
{'loss': '1.908', 'grad_norm': '0.437', 'learning_rate': '0.0001122', 'epoch': '0.4399'}
{'loss': '2.346', 'grad_norm': '0.4493', 'learning_rate': '0.0001121', 'epoch': '0.4405'}
{'loss': '1.971', 'grad_norm': '0.5751', 'learning_rate': '0.0001119', 'epoch': '0.4411'}
{'loss': '2.12', 'grad_norm': '0.4709', 'learning_rate': '0.0001118', 'epoch': '0.4417'}
{'loss': '2.419', 'grad_norm': '0.5926', 'learning_rate': '0.0001117', 'epoch': '0.4423'}
{'loss': '2.287', 'grad_norm': '0.4241', 'learning_rate': '0.0001116', 'epoch': '0.4429'}
{'loss': '1.562', 'grad_norm': '0.8737', 'learning_rate': '0.0001115', 'epoch': '0.4435'}
{'loss': '2.33', 'grad_norm': '0.4187', 'learning_rate': '0.0001113', 'epoch': '0.4441'}
{'loss': '2.102', 'grad_norm': '1.081', 'learning_rate': '0.0001112', 'epoch': '0.4447'}
{'loss': '1.997', 'grad_norm': '0.6982', 'learning_rate': '0.0001111', 'epoch': '0.4453'}
{'loss': '2.364', 'grad_norm': '0.6109', 'learning_rate': '0.000111', 'epoch': '0.4459'}
{'loss': '2.1', 'grad_norm': '0.4962', 'learning_rate': '0.0001109', 'epoch': '0.4465'}
{'loss': '2.256', 'grad_norm': '0.6428', 'learning_rate': '0.0001107', 'epoch': '0.4471'}
{'loss': '1.882', 'grad_norm': '0.4754', 'learning_rate': '0.0001106', 'epoch': '0.4477'}
{'loss': '2.196', 'grad_norm': '0.3911', 'learning_rate': '0.0001105', 'epoch': '0.4483'}
{'loss': '1.964', 'grad_norm': '0.41', 'learning_rate': '0.0001104', 'epoch': '0.4489'}
{'loss': '2.314', 'grad_norm': '0.4304', 'learning_rate': '0.0001103', 'epoch': '0.4495'}
{'loss': '1.904', 'grad_norm': '0.4681', 'learning_rate': '0.0001101', 'epoch': '0.4501'}
{'loss': '1.886', 'grad_norm': '0.4798', 'learning_rate': '0.00011', 'epoch': '0.4507'}
{'loss': '1.601', 'grad_norm': '0.5008', 'learning_rate': '0.0001099', 'epoch': '0.4514'}
{'loss': '2.348', 'grad_norm': '0.5485', 'learning_rate': '0.0001098', 'epoch': '0.452'}
{'loss': '2.001', 'grad_norm': '0.5245', 'learning_rate': '0.0001097', 'epoch': '0.4526'}
{'loss': '2.233', 'grad_norm': '0.4609', 'learning_rate': '0.0001095', 'epoch': '0.4532'}
{'loss': '1.933', 'grad_norm': '0.446', 'learning_rate': '0.0001094', 'epoch': '0.4538'}
{'loss': '2.101', 'grad_norm': '0.5558', 'learning_rate': '0.0001093', 'epoch': '0.4544'}
{'loss': '2.521', 'grad_norm': '0.5228', 'learning_rate': '0.0001092', 'epoch': '0.455'}
{'loss': '1.901', 'grad_norm': '0.7719', 'learning_rate': '0.000109', 'epoch': '0.4556'}
{'loss': '1.827', 'grad_norm': '0.4474', 'learning_rate': '0.0001089', 'epoch': '0.4562'}
{'loss': '2.003', 'grad_norm': '0.5371', 'learning_rate': '0.0001088', 'epoch': '0.4568'}
{'loss': '1.898', 'grad_norm': '0.6228', 'learning_rate': '0.0001087', 'epoch': '0.4574'}
{'loss': '2.058', 'grad_norm': '0.4356', 'learning_rate': '0.0001086', 'epoch': '0.458'}
{'loss': '2.331', 'grad_norm': '0.5945', 'learning_rate': '0.0001084', 'epoch': '0.4586'}
{'loss': '2.074', 'grad_norm': '0.5979', 'learning_rate': '0.0001083', 'epoch': '0.4592'}
{'loss': '2.381', 'grad_norm': '0.6732', 'learning_rate': '0.0001082', 'epoch': '0.4598'}
{'loss': '2.259', 'grad_norm': '0.6118', 'learning_rate': '0.0001081', 'epoch': '0.4604'}
{'loss': '2.364', 'grad_norm': '0.4784', 'learning_rate': '0.000108', 'epoch': '0.461'}
{'loss': '1.735', 'grad_norm': '0.4372', 'learning_rate': '0.0001078', 'epoch': '0.4616'}
{'loss': '2.299', 'grad_norm': '0.465', 'learning_rate': '0.0001077', 'epoch': '0.4622'}
{'loss': '1.69', 'grad_norm': '0.3904', 'learning_rate': '0.0001076', 'epoch': '0.4628'}
{'loss': '1.899', 'grad_norm': '0.5736', 'learning_rate': '0.0001075', 'epoch': '0.4634'}
{'loss': '2.049', 'grad_norm': '0.5372', 'learning_rate': '0.0001074', 'epoch': '0.464'}
{'loss': '1.729', 'grad_norm': '0.4804', 'learning_rate': '0.0001072', 'epoch': '0.4646'}
{'loss': '1.575', 'grad_norm': '0.4572', 'learning_rate': '0.0001071', 'epoch': '0.4652'}
{'loss': '1.705', 'grad_norm': '0.7601', 'learning_rate': '0.000107', 'epoch': '0.4658'}
{'loss': '2.32', 'grad_norm': '0.6448', 'learning_rate': '0.0001069', 'epoch': '0.4664'}
{'loss': '2.136', 'grad_norm': '0.5399', 'learning_rate': '0.0001068', 'epoch': '0.467'}
{'loss': '1.813', 'grad_norm': '0.753', 'learning_rate': '0.0001066', 'epoch': '0.4676'}
{'loss': '2.226', 'grad_norm': '0.5144', 'learning_rate': '0.0001065', 'epoch': '0.4682'}
{'loss': '2.226', 'grad_norm': '0.6412', 'learning_rate': '0.0001064', 'epoch': '0.4688'}
{'loss': '1.884', 'grad_norm': '0.6359', 'learning_rate': '0.0001063', 'epoch': '0.4695'}
{'loss': '2.216', 'grad_norm': '0.5139', 'learning_rate': '0.0001062', 'epoch': '0.4701'}
{'loss': '2.424', 'grad_norm': '0.5548', 'learning_rate': '0.000106', 'epoch': '0.4707'}
{'loss': '2.292', 'grad_norm': '0.4003', 'learning_rate': '0.0001059', 'epoch': '0.4713'}
{'loss': '2.154', 'grad_norm': '0.4267', 'learning_rate': '0.0001058', 'epoch': '0.4719'}
{'loss': '1.977', 'grad_norm': '0.4342', 'learning_rate': '0.0001057', 'epoch': '0.4725'}
{'loss': '2.109', 'grad_norm': '0.4273', 'learning_rate': '0.0001055', 'epoch': '0.4731'}
{'loss': '2.04', 'grad_norm': '0.387', 'learning_rate': '0.0001054', 'epoch': '0.4737'}
{'loss': '2.178', 'grad_norm': '0.4396', 'learning_rate': '0.0001053', 'epoch': '0.4743'}
{'loss': '1.695', 'grad_norm': '0.4625', 'learning_rate': '0.0001052', 'epoch': '0.4749'}
